"Month";"Total Estimated population (16-74 years)";"Total Labour Force";"Total Inactive";"Total Unemployed";"Total Employed";"Total At work in the reference week";"Total Activity rate";"Total Unemployment rate";"Total Employment rate";"Total Actual hours worked - old time-series";"Total Usual hours worked";"Total Actual hours worked";"Males Estimated population (16-74 years)";"Males Labour Force";"Males Inactive";"Males Unemployed";"Males Employed";"Males At work in the reference week";"Males Activity rate";"Males Unemployment rate";"Males Employment rate";"Males Actual hours worked - old time-series";"Males Usual hours worked";"Males Actual hours worked";"Females Estimated population (16-74 years)";"Females Labour Force";"Females Inactive";"Females Unemployed";"Females Employed";"Females At work in the reference week";"Females Activity rate";"Females Unemployment rate";"Females Employment rate";"Females Actual hours worked - old time-series";"Females Usual hours worked";"Females Actual hours worked";"16-24 years Estimated population (16-74 years)";"16-24 years Labour Force";"16-24 years Inactive";"16-24 years Unemployed";"16-24 years Employed";"16-24 years At work in the reference week";"16-24 years Activity rate";"16-24 years Unemployment rate";"16-24 years Employment rate";"16-24 years Actual hours worked - old time-series";"16-24 years Usual hours worked";"16-24 years Actual hours worked";"25-74 years Estimated population (16-74 years)";"25-74 years Labour Force";"25-74 years Inactive";"25-74 years Unemployed";"25-74 years Employed";"25-74 years At work in the reference week";"25-74 years Activity rate";"25-74 years Unemployment rate";"25-74 years Employment rate";"25-74 years Actual hours worked - old time-series";"25-74 years Usual hours worked";"25-74 years Actual hours worked"
"2021M05";263100;211000;52100;16900;194100;183000;80.2;8.0;73.8;36.2;38.2;34.9;134500;111500;23000;9200;102300;96600;82.9;8.3;76.1;40.7;42.4;39.2;128500;99400;29100;7600;91800;86400;77.4;7.6;71.4;31.2;33.6;30.0;41300;33100;8200;6100;27000;25100;80.1;18.4;65.4;28.7;28.8;27.2;221800;177900;43900;10800;167100;157900;80.2;6.1;75.3;37.4;39.7;36.1
"2021M06";263600;217900;45700;10200;207700;174900;82.7;4.7;78.8;37.7;39.4;36.2;134800;117100;17700;5600;111500;96000;86.9;4.8;82.7;40.5;42.3;38.8;128900;100900;28000;4700;96200;78900;78.3;4.7;74.6;34.3;36.1;32.9;41400;38100;3300;2600;35500;32400;92.0;6.8;85.7;35.1;36.9;33.3;222300;179900;42400;7600;172300;142500;80.9;4.2;77.5;38.4;40.0;36.9
"2021M07";264100;216400;47700;8600;207800;130600;81.9;4.0;78.7;39.7;39.8;38.2;135000;116500;18500;3500;113000;78600;86.3;3.0;83.7;41.0;42.2;39.3;129200;99900;29300;5100;94800;52000;77.3;5.1;73.4;37.8;36.9;36.6;41500;36800;4700;1400;35400;30800;88.7;3.8;85.3;36.7;36.3;34.9;222500;179500;43000;7100;172400;99800;80.7;4.0;77.5;41.0;40.7;39.5
"2021M08";264600;212100;52500;10400;201700;153300;80.2;4.9;76.2;36.4;38.7;35.0;135200;111900;23300;4900;107000;86600;82.8;4.4;79.1;39.4;42.4;37.9;129400;100200;29200;5500;94700;66700;77.4;5.5;73.2;32.4;34.4;31.1;41600;32600;9000;700;31900;27100;78.4;2.1;76.7;31.2;32.1;29.8;222900;179400;43500;9600;169800;126300;80.5;5.4;76.2;37.6;40.0;36.2
"2021M09";265800;208200;57600;5800;202400;182300;78.3;2.8;76.1;36.9;37.4;35.4;135800;107400;28400;2800;104600;96300;79.1;2.6;77.0;40.8;40.7;39.1;129900;100700;29200;2900;97800;86000;77.5;2.9;75.3;32.6;33.8;31.3;41900;29500;12400;1700;27800;25200;70.4;5.8;66.3;27.2;27.4;25.8;223700;178600;45100;4000;174600;157100;79.8;2.2;78.1;38.5;39.0;37.0
"2021M10";266500;211700;54800;11100;200600;182700;79.4;5.2;75.3;37.3;37.5;35.8;136300;114100;22200;7100;107000;100000;83.7;6.2;78.5;41.3;41.0;39.5;130200;97600;32600;4000;93600;82700;75.0;4.1;71.9;32.5;33.5;31.3;42200;31700;10500;2600;29100;24900;75.1;8.2;69.0;26.6;24.9;25.2;224300;180000;44300;8500;171500;157700;80.2;4.7;76.5;39.0;39.7;37.5
"2021M11";266900;211100;55800;6700;204400;185600;79.1;3.2;76.6;36.4;36.6;34.9;136700;115200;21500;4100;111100;101600;84.3;3.6;81.3;40.4;40.7;38.7;130300;95900;34400;2600;93300;84000;73.6;2.7;71.6;31.5;31.7;30.3;42200;30900;11300;1100;29800;27700;73.2;3.6;70.6;23.3;22.1;22.1;224700;180200;44500;5600;174600;157900;80.2;3.1;77.7;38.9;39.3;37.3
"2021M12";267100;208800;58300;8900;199900;168600;78.2;4.3;74.8;33.7;38.1;32.3;136800;107900;28900;5400;102500;88000;78.9;5.0;74.9;36.7;41.7;35.2;130500;101000;29500;3600;97400;80600;77.4;3.6;74.6;30.3;34.3;29.2;42200;29900;12300;3000;26900;23200;70.9;10.0;63.7;26.6;28.7;25.4;224900;178900;46000;5900;173000;145500;79.5;3.3;76.9;34.8;39.6;33.5
"2022M01";267500;212100;55400;6900;205200;173100;79.3;3.3;76.7;35.8;37.4;34.4;136900;115600;21300;3500;112100;94700;84.4;3.0;81.9;39.4;41.0;37.8;130600;96500;34100;3400;93100;78400;73.9;3.5;71.3;31.5;32.9;30.2;42200;28500;13700;2800;25700;20500;67.5;9.8;60.9;26.8;26.5;25.3;225400;183700;41700;4100;179600;152600;81.5;2.2;79.7;37.1;39.0;35.7
"2022M02";267900;216500;51400;8800;207700;177300;80.8;4.1;77.5;35.7;36.8;34.3;137100;112000;25100;3000;109000;93000;81.7;2.7;79.5;39.4;41.3;37.9;130700;104500;26200;5800;98700;84300;80.0;5.6;75.5;31.5;31.9;30.4;42100;32200;9900;2400;29800;26000;76.5;7.5;70.8;24.6;25.1;23.5;225600;184100;41500;6300;177800;151300;81.6;3.4;78.8;37.6;38.8;36.1
"2022M03";267800;212300;55500;9500;202800;182600;79.3;4.5;75.7;36.3;37.1;35.0;137100;111500;25600;6000;105500;97100;81.3;5.4;77.0;40.1;40.9;38.6;130600;100700;29900;3500;97200;85500;77.1;3.5;74.4;31.9;32.9;30.8;42100;32300;9800;3900;28400;25400;76.7;12.1;67.5;25.8;24.6;24.9;225700;180000;45700;5600;174400;157100;79.8;3.1;77.3;38.0;39.1;36.6
"2022M04";268100;211400;56700;7800;203600;172500;78.9;3.7;75.9;33.7;37.5;32.4;137300;115300;22000;4500;110800;93500;84.0;3.9;80.7;36.8;41.0;35.3;130700;96100;34600;3300;92800;79000;73.5;3.4;71.0;30.0;33.3;28.9;42000;30100;11900;5000;25100;21700;71.7;16.6;59.8;24.5;26.8;23.4;226100;181300;44800;2800;178500;150700;80.2;1.5;78.9;35.1;39.0;33.8
"2022M05";269000;225000;44000;12800;212200;192900;83.6;5.7;78.9;38.2;39.1;36.4;137900;119600;18300;7600;112000;103900;86.7;6.4;81.2;42.5;43.5;40.6;131100;105400;25700;5200;100200;89000;80.4;4.9;76.4;33.1;34.1;31.6;42200;36700;5500;6900;29800;28800;87.0;18.8;70.6;30.0;32.9;28.7;226900;188300;38600;5900;182400;164200;83.0;3.1;80.4;39.7;40.1;37.9
"2022M06";270300;225600;44700;6900;218700;179000;83.5;3.1;80.9;36.2;39.1;34.6;138600;120200;18400;5900;114300;97400;86.7;4.9;82.5;38.0;41.4;36.4;131800;105500;26300;1000;104500;81600;80.0;0.9;79.3;33.9;36.7;32.5;42400;39100;3300;2400;36700;33300;92.2;6.1;86.6;34.2;36.6;32.4;227900;186500;41400;4500;182000;145700;81.8;2.4;79.9;36.8;39.8;35.3
"2022M07";270700;221000;49700;7000;214000;133200;81.6;3.2;79.1;38.3;39.2;36.9;138600;117400;21200;3000;114400;74300;84.7;2.6;82.5;41.2;41.9;39.5;132000;103600;28400;3900;99700;58900;78.5;3.8;75.5;34.7;36.1;33.6;42100;36600;5500;200;36400;31200;86.9;0.5;86.5;37.1;35.6;35.2;228600;184400;44200;6800;177600;102000;80.7;3.7;77.7;38.8;40.0;37.5
"2022M08";272200;219800;52400;7800;212000;160400;80.7;3.5;77.9;37.3;38.8;35.8;139500;115500;24000;3100;112400;86400;82.8;2.7;80.6;39.9;41.1;38.3;132500;104100;28400;4600;99500;74000;78.6;4.4;75.1;34.2;36.2;32.8;42900;36600;6300;2700;33900;30300;85.3;7.4;79.0;33.4;32.5;31.3;229000;183000;46000;5000;178000;130100;79.9;2.7;77.7;38.3;40.1;36.9
"2022M09";273000;215400;57600;5500;209900;186900;78.9;2.6;76.9;36.4;37.1;34.8;140100;115800;24300;4100;111700;101800;82.7;3.5;79.7;40.1;40.5;38.3;132900;99600;33300;1400;98200;85200;74.9;1.4;73.9;31.9;33.3;30.7;43200;30600;12600;900;29700;24900;70.8;2.9;68.8;23.4;24.5;22.4;229800;184800;45000;4600;180200;162100;80.4;2.5;78.4;38.4;39.3;36.8
"2022M10";274300;219700;54600;5800;213900;192900;80.1;2.6;78.0;35.9;37.6;34.4;140800;116900;23900;4400;112500;102900;83.0;3.8;79.9;38.3;40.5;36.7;133500;102800;30700;1400;101400;90000;77.0;1.4;76.0;33.1;34.5;31.9;43500;32300;11200;2100;30200;28300;74.3;6.5;69.4;26.4;26.8;25.2;230800;187400;43400;3700;183700;164600;81.2;2.0;79.6;37.6;39.5;36.1
"2022M11";274900;225500;49400;9000;216500;196000;82.0;4.0;78.8;37.2;37.3;35.7;141300;120100;21200;4900;115200;107400;85.0;4.1;81.5;39.7;40.2;37.9;133700;105500;28200;4100;101400;88600;78.9;3.9;75.8;34.2;34.0;32.9;43600;35400;8200;2100;33300;30200;81.2;5.9;76.4;25.5;25.6;24.3;231500;190200;41300;6900;183300;165800;82.2;3.6;79.2;39.4;39.4;37.8
"2022M12";275700;217200;58500;6100;211100;178400;78.8;2.8;76.6;34.4;37.5;33.1;141700;113600;28100;4200;109400;93900;80.2;3.7;77.2;37.6;41.4;36.0;133900;103500;30400;1900;101600;84500;77.3;1.8;75.9;30.9;33.4;29.7;43700;31100;12600;1300;29800;24900;71.2;4.2;68.2;26.5;27.4;25.0;232000;186100;45900;4800;181300;153400;80.2;2.6;78.1;35.8;39.3;34.4
"2023M01";276100;225100;51000;6900;218200;191700;81.5;3.1;79.0;36.9;37.2;35.4;141900;124100;17800;4000;120100;108200;87.5;3.2;84.6;39.7;40.4;38.0;134300;101000;33300;2900;98100;83500;75.2;2.9;73.0;33.3;33.3;32.0;43500;33100;10400;2800;30300;25900;76.1;8.5;69.7;26.1;26.0;24.5;232600;192000;40600;4100;187900;165800;82.5;2.1;80.8;38.7;39.1;37.1
"2023M02";276700;217800;58900;10600;207200;188800;78.7;4.9;74.9;37.4;37.6;35.7;142300;115100;27200;7700;107400;101200;80.9;6.7;75.5;40.5;41.0;38.6;134500;102800;31700;3000;99800;87500;76.4;2.9;74.2;33.8;33.9;32.4;43700;30300;13400;4000;26300;23800;69.3;13.2;60.2;28.4;26.9;26.7;233100;187500;45600;6600;180900;165000;80.4;3.5;77.6;38.7;39.2;37.0
"2023M03";277300;219400;57900;7300;212100;188500;79.1;3.3;76.5;36.6;37.0;35.3;142700;117900;24800;5700;112200;101200;82.6;4.8;78.6;40.3;40.6;38.9;134700;101600;33100;1600;100000;87400;75.4;1.6;74.2;32.3;32.9;31.0;43700;33300;10400;1500;31800;24900;76.2;4.5;72.8;25.6;23.8;24.6;233800;186300;47500;5900;180400;163600;79.7;3.2;77.2;38.4;39.3;37.0
"2023M04";277900;224600;53300;6700;217900;193700;80.8;3.0;78.4;33.1;37.0;31.8;143000;119300;23700;4000;115300;103800;83.4;3.4;80.6;35.9;40.5;34.6;134900;105300;29600;2700;102600;89900;78.1;2.6;76.1;29.9;33.2;28.7;43700;31600;12100;2900;28700;25400;72.3;9.2;65.7;23.5;25.8;22.4;234100;192900;41200;3700;189200;168300;82.4;1.9;80.8;34.6;38.8;33.3
"2023M05";278400;225500;52900;12500;213000;188400;81.0;5.5;76.5;35.9;38.6;34.5;143300;120700;22600;7200;113500;103400;84.2;6.0;79.2;38.8;42.5;37.4;135000;104700;30300;5200;99500;85000;77.6;5.0;73.7;32.3;34.2;31.1;43700;36200;7500;6000;30200;26400;82.8;16.6;69.1;29.2;32.0;27.5;234600;189200;45400;6400;182800;162000;80.6;3.4;77.9;37.0;39.8;35.7
"2023M06";279600;234600;45000;4900;229700;189100;83.9;2.1;82.2;38.0;39.3;36.4;144000;128000;16000;4100;123900;105300;88.9;3.2;86.0;41.4;42.9;39.6;135500;106500;29000;700;105800;83800;78.6;0.7;78.1;33.8;35.1;32.5;43900;40000;3900;1900;38100;34200;91.1;4.8;86.8;36.4;37.5;34.4;235600;194500;41100;3000;191500;154800;82.6;1.5;81.3;38.4;39.8;36.9
"2023M07";280100;231000;49100;5600;225400;133300;82.5;2.4;80.5;37.9;39.9;36.3;144300;124000;20300;2600;121400;77900;85.9;2.1;84.1;40.9;42.5;39.2;135900;107100;28800;3100;104000;55400;78.8;2.9;76.5;33.6;36.8;32.3;44200;39800;4400;2800;37000;30900;90.0;7.0;83.7;35.8;37.1;34.1;236000;191300;44700;2900;188400;102400;81.1;1.5;79.8;38.5;40.4;37.0
"2023M08";280900;231100;49800;7400;223700;175400;82.3;3.2;79.6;37.4;38.3;35.8;144700;122800;21900;3300;119500;96300;84.9;2.7;82.6;40.5;41.3;38.7;136100;108200;27900;4100;104100;79100;79.5;3.8;76.5;33.6;34.9;32.2;44300;36800;7500;1200;35600;33200;83.1;3.3;80.4;31.4;30.2;29.6;236600;194300;42300;6200;188100;142300;82.1;3.2;79.5;38.9;40.0;37.3
"2023M09";281500;220400;61100;7500;212900;190500;78.3;3.4;75.6;36.8;37.7;35.1;145100;118400;26700;5000;113400;99200;81.6;4.2;78.2;39.3;40.9;37.5;136400;102100;34300;2600;99500;91300;74.9;2.5;72.9;34.0;34.0;32.5;44400;33600;10800;3400;30200;27800;75.7;10.1;68.0;27.2;27.0;25.4;237200;186900;50300;4200;182700;162700;78.8;2.2;77.0;38.6;39.6;36.9
"2023M10";281900;228900;53000;7000;221900;205800;81.2;3.1;78.7;35.3;36.8;33.8;145400;122200;23200;4300;117900;110500;84.0;3.5;81.1;39.0;40.5;37.3;136700;106800;29900;2700;104100;95300;78.1;2.5;76.2;30.9;32.6;29.7;44300;31900;12400;3400;28500;25600;72.0;10.7;64.3;22.9;24.5;21.9;237600;197000;40600;3600;193400;180200;82.9;1.8;81.4;37.0;38.6;35.5
"2023M11";282600;228700;53900;6200;222500;202600;80.9;2.7;78.7;36.8;37.6;35.1;145800;123500;22300;3400;120100;112600;84.7;2.8;82.4;39.8;40.6;38.0;136900;105200;31700;2800;102400;90000;76.8;2.7;74.8;33.0;34.0;31.5;44500;35900;8600;2100;33800;29800;80.7;5.8;76.0;24.8;25.8;23.4;238200;192900;45300;4200;188700;172900;81.0;2.2;79.2;39.1;39.9;37.3
"2023M12";283000;221800;61200;8400;213400;176200;78.4;3.8;75.4;33.6;38.9;32.3;146000;120200;25800;3800;116400;98400;82.3;3.2;79.7;36.7;42.0;35.4;137000;101600;35400;4600;97000;77700;74.2;4.5;70.8;29.5;35.1;28.3;44500;34200;10300;3300;30900;26300;76.9;9.6;69.4;26.6;28.2;25.0;238500;187600;50900;5100;182500;149900;78.7;2.7;76.5;34.8;40.7;33.6
"2024M01";283200;229800;53400;9900;219900;196600;81.1;4.3;77.6;34.2;36.7;32.7;146100;121500;24600;6600;114900;104200;83.2;5.4;78.6;37.0;39.8;35.4;137100;108300;28800;3300;105000;92400;79.0;3.0;76.6;31.0;33.3;29.7;44400;34700;9700;3000;31700;27800;78.2;8.6;71.4;22.8;22.9;21.6;238700;195000;43700;6900;188100;168800;81.7;3.5;78.8;36.1;39.1;34.6
"2024M02";283700;227000;56700;8000;219000;199900;80.0;3.5;77.2;36.1;37.2;34.6;146300;123200;23100;5100;118100;106800;84.2;4.1;80.7;38.7;39.7;37.0;137400;103800;33600;2900;100900;93100;75.5;2.8;73.4;33.2;34.3;31.8;44500;32800;11700;2400;30400;27100;73.7;7.3;68.3;26.7;27.1;25.5;239300;194200;45100;5600;188600;172800;81.2;2.9;78.8;37.7;38.9;36.1
"2024M03";284000;229500;54500;10100;219400;200900;80.8;4.4;77.3;34.0;37.1;32.6;146500;122200;24300;5200;117000;108400;83.4;4.3;79.9;36.9;40.0;35.3;137400;107200;30200;4800;102400;92500;78.0;4.5;74.5;30.5;33.7;29.5;44600;36300;8300;3000;33300;29700;81.4;8.3;74.7;24.7;25.6;23.3;239600;193300;46300;7100;186200;171200;80.7;3.7;77.7;35.5;39.2;34.2
"2024M04";284100;235500;48600;9800;225700;200500;82.9;4.2;79.4;35.4;37.5;33.8;146600;126400;20200;5700;120700;110500;86.2;4.5;82.3;38.2;40.9;36.4;137500;109100;28400;4100;105000;90000;79.3;3.8;76.4;32.0;33.6;30.6;44400;35100;9300;4800;30300;24000;79.1;13.7;68.2;27.1;26.5;25.5;239700;200400;39300;5000;195400;176500;83.6;2.5;81.5;36.6;39.2;35.0
"2024M05";284500;239000;45500;9600;229400;209100;84.0;4.0;80.6;35.6;37.9;34.0;146900;128500;18400;6200;122300;111800;87.5;4.8;83.3;38.7;40.4;36.8;137600;110500;27100;3400;107100;97300;80.3;3.1;77.8;32.1;35.0;30.8;44500;39100;5400;5700;33400;30000;87.9;14.6;75.1;31.0;30.3;29.4;240000;199900;40100;3900;196000;179100;83.3;2.0;81.7;36.5;39.4;35.0
"2024M06";285500;242400;43100;5700;236700;201000;84.9;2.4;82.9;37.5;38.9;35.7;147500;130100;17400;3600;126500;113000;88.2;2.8;85.8;40.7;41.9;38.8;138100;112400;25700;2100;110300;88000;81.4;1.9;79.9;33.3;35.4;31.7;44700;41700;3000;1800;39900;36900;93.3;4.3;89.3;34.4;35.2;32.5;240700;200700;40000;3900;196800;164100;83.4;1.9;81.8;38.2;39.7;36.5
"2024M07";286100;244500;41600;4700;239800;169300;85.5;1.9;83.8;37.5;39.1;36.1;147500;131700;15800;2400;129300;99500;89.3;1.8;87.7;40.3;42.5;38.7;138500;112700;25800;2300;110400;69800;81.4;2.0;79.7;33.4;35.1;32.3;45000;39900;5100;2000;37900;33200;88.7;5.0;84.2;36.1;36.1;34.8;241000;204500;36500;2700;201800;136100;84.9;1.3;83.7;37.8;39.6;36.4
"2024M08";286700;245300;41400;5900;239400;192100;85.6;2.4;83.5;37.1;38.7;35.5;147900;132000;15900;2800;129200;107000;89.2;2.1;87.4;40.1;41.8;38.4;138800;113300;25500;3100;110200;85100;81.6;2.7;79.4;33.2;34.9;31.7;45200;40300;4900;1200;39100;33800;89.2;3.0;86.5;32.4;32.2;30.6;241400;204900;36500;4600;200300;158300;84.9;2.2;83.0;38.0;39.9;36.5
"2024M09";287400;234200;53200;10500;223700;201600;81.5;4.5;77.8;38.8;38.5;37.4;148400;129800;18600;6000;123800;115000;87.5;4.6;83.4;41.6;41.0;40.0;139100;104400;34700;4500;99900;86700;75.1;4.3;71.8;35.1;35.3;33.9;45300;38100;7200;4600;33500;28700;84.1;12.1;74.0;27.5;24.7;26.4;242000;196000;46000;5900;190100;172900;81.0;3.0;78.6;40.8;41.0;39.2
"2024M10";287500;235600;51900;6800;228800;208000;81.9;2.9;79.6;37.0;38.2;35.4;148500;128300;20200;3200;125100;116500;86.4;2.5;84.2;40.3;41.7;38.5;139000;107300;31700;3600;103700;91500;77.2;3.4;74.6;32.7;33.9;31.4;45300;34700;10600;4000;30700;29000;76.6;11.5;67.8;26.1;27.7;24.7;242200;200900;41300;2800;198100;179100;82.9;1.4;81.8;38.8;40.0;37.2
"2024M11";287900;225500;62400;5000;220500;199900;78.3;2.2;76.6;37.9;37.2;36.2;148600;123800;24800;3500;120300;111600;83.3;2.8;81.0;40.6;39.8;38.7;139200;101700;37500;1500;100200;88300;73.1;1.5;72.0;34.5;34.2;33.1;45300;31600;13700;300;31300;25800;69.8;0.9;69.1;27.1;23.8;25.8;242600;193900;48700;4700;189200;174100;79.9;2.4;78.0;39.5;39.5;37.8
"2024M12";288000;230400;57600;8500;221900;185800;80.0;3.7;77.0;34.3;37.3;32.9;148700;127100;21600;4400;122700;106500;85.5;3.5;82.5;35.7;40.3;34.3;139300;103300;36000;4100;99200;79300;74.2;4.0;71.2;32.4;33.7;31.0;45300;37700;7600;4600;33100;26700;83.2;12.2;73.1;26.5;25.9;24.8;242700;192700;50000;3900;188800;159000;79.4;2.0;77.8;35.7;39.4;34.3
"2025M01";288100;236300;51800;12300;224000;198000;82.0;5.2;77.8;34.2;37.1;32.7;148600;125600;23000;8900;116700;103800;84.5;7.1;78.5;37.6;40.2;35.9;139400;110600;28800;3300;107300;94200;79.3;3.0;77.0;30.5;33.8;29.2;45200;37200;8000;3700;33500;28700;82.3;9.9;74.1;24.3;24.9;22.7;242800;199000;43800;8500;190500;169300;82.0;4.3;78.5;35.9;39.3;34.4
"2025M02";288500;226600;61900;13700;212900;195000;78.5;6.0;73.8;36.3;36.3;34.7;148800;122200;26600;6100;116100;108400;82.1;5.0;78.0;39.3;39.4;37.5;139600;104300;35300;7500;96800;86700;74.7;7.2;69.3;32.4;32.5;31.1;45400;37600;7800;5300;32300;28300;82.8;14.1;71.1;24.3;22.7;23.2;243100;189000;54100;8400;180600;166700;77.7;4.4;74.3;38.3;38.7;36.6
"2025M03";288400;233000;55400;8500;224500;207200;80.8;3.6;77.8;36.6;37.3;35.1;148700;124100;24600;3900;120200;112800;83.5;3.1;80.8;39.2;40.7;37.6;139700;108900;30800;4600;104300;94400;78.0;4.2;74.7;33.5;33.4;32.1;45200;35800;9400;4500;31300;28500;79.2;12.6;69.2;25.8;24.2;24.5;243200;197200;46000;4000;193200;178700;81.1;2.0;79.4;38.3;39.5;36.8
"2025M04";288600;232800;55800;9300;223500;196500;80.7;4.0;77.4;34.0;37.2;32.6;148900;122600;26300;5300;117300;107200;82.3;4.3;78.8;38.0;41.4;36.5;139700;110200;29500;4000;106200;89300;78.9;3.6;76.0;29.2;32.6;27.9;45100;37400;7700;4100;33300;28600;82.9;11.0;73.8;26.1;27.4;24.6;243400;195300;48100;5100;190200;168000;80.2;2.6;78.1;35.4;38.9;33.9
"2025M05";288900;237700;51200;10700;227000;207100;82.3;4.5;78.6;34.8;37.5;33.1;149000;127300;21700;5800;121500;111500;85.4;4.6;81.5;36.9;40.1;34.9;139900;110400;29500;4900;105500;95600;78.9;4.4;75.4;32.4;34.5;31.1;45200;40400;4800;3900;36500;32700;89.4;9.7;80.8;26.2;29.9;24.9;243600;197300;46300;6800;190500;174300;81.0;3.4;78.2;36.4;39.0;34.7
"2025M06";289400;246400;43000;5400;241000;206200;85.1;2.2;83.3;36.6;38.9;34.9;149100;130900;18200;2600;128300;114100;87.8;2.0;86.0;39.3;41.9;37.6;140200;115400;24800;2800;112600;92100;82.3;2.4;80.3;33.2;35.5;31.7;45300;41700;3600;1200;40500;36100;92.1;2.9;89.4;35.9;35.8;34.1;244100;204700;39400;4200;200500;170000;83.9;2.1;82.1;36.7;39.6;35.1
"2025M07";290200;240800;49400;7800;233000;170300;83.0;3.2;80.3;37.4;39.4;35.7;149600;130100;19500;4600;125500;97700;87.0;3.5;83.9;39.2;41.9;37.3;140600;110700;29900;3200;107500;72700;78.7;2.9;76.5;35.0;36.4;33.7;45700;42500;3200;900;41600;37500;93.0;2.1;91.0;36.2;37.2;34.1;244500;198300;46200;6900;191400;132800;81.1;3.5;78.3;37.8;39.8;36.2
"2025M08";291300;241700;49600;12800;228900;193300;83.0;5.3;78.6;34.8;39.1;31.7;150000;128900;21100;8300;120600;106300;85.9;6.4;80.4;36.9;40.8;34.1;141200;112800;28400;4500;108300;87000;79.9;4.0;76.7;32.4;36.9;29.0;46000;37400;8600;3900;33500;31000;81.3;10.4;72.8;26.2;33.2;24.3;245200;204200;41000;8800;195400;162300;83.3;4.3;79.7;36.5;40.0;33.1
"2025M09";291100;235700;55400;7500;228200;211200;81.0;3.2;78.4;36.1;38.0;33.3;149900;127700;22200;4100;123600;117500;85.2;3.2;82.5;39.4;40.3;36.0;141000;107900;33100;3300;104600;93700;76.5;3.1;74.2;32.2;35.1;30.0;45900;36300;9600;3300;33000;28300;79.1;9.1;71.9;24.3;24.6;21.1;245200;199400;45800;4200;195200;183000;81.3;2.1;79.6;37.9;40.0;35.3
"2025M10";291300;235500;55800;10300;225200;204500;80.8;4.4;77.3;34.3;36.4;32.1;150200;126600;23600;3800;122800;113400;84.3;3.0;81.8;37.6;38.9;35.3;141100;108900;32200;6400;102500;91100;77.2;5.9;72.6;30.3;33.0;28.2;45800;34100;11700;2300;31800;29000;74.5;6.7;69.4;19.9;20.8;18.4;245500;201400;44100;8000;193400;175500;82.0;4.0;78.8;36.8;39.0;34.4
"2025M11";292000;233100;58900;15100;218000;199900;79.8;6.5;74.7;36.2;36.8;33.5;150600;124400;26200;7500;116900;110000;82.6;6.0;77.6;38.1;37.7;35.3;141400;108700;32700;7600;101100;89900;76.9;7.0;71.5;33.9;35.8;31.3;45900;34500;11400;4300;30200;26300;75.2;12.5;65.8;28.3;26.5;26.1;246000;198500;47500;10800;187700;173600;80.7;5.4;76.3;37.5;38.3;34.8
"2025M12";292100;231700;60400;9800;221900;196600;79.3;4.2;76.0;32.4;37.9;29.5;150700;124000;26700;5300;118700;106500;82.3;4.3;78.8;35.1;40.6;32.0;141300;107600;33700;4500;103100;90100;76.2;4.2;73.0;29.2;34.4;26.7;46000;35300;10700;3800;31500;28300;76.7;10.8;68.5;27.0;31.3;24.1;246100;196400;49700;6000;190400;168300;79.8;3.1;77.4;33.4;38.9;30.6
